card_id,name,issuer_key,network,currency,is_business,annual_fee,first_year_fee_waived,base_earn_pct,bonus_amount,bonus_value_usd,bonus_spend,bonus_days,counts_toward_524,point_value_cents,url,discontinued,tccp_product_id
cd81837eb0aedd4752197e044e77381a,Disney Premier,CHASE,VISA,USD,false,49.0,false,1.0,300,300.0,1000,90,true,,https://creditcards.chase.com/rewards-credit-cards/disney/premier,false,jpmorgan-chase-bank-disney-premier-visa-card
12a1578aeb5bfcdd3bc794154ad1f6cc,Disney,CHASE,VISA,USD,false,0.0,false,1.0,150,150.0,500,90,true,,https://creditcards.chase.com/rewards-credit-cards/disney/rewards,false,jpmorgan-chase-bank-disney-visa-card
6ba7f561f6a4f7f2934bec25bd9a3130,Freedom Flex,CHASE,MASTERCARD,CHASE,false,0.0,false,1.0,20000,200.0,500,90,true,1.0,https://creditcards.chase.com/cash-back-credit-cards/freedom/flex,false,jpmorgan-chase-bank-freedom-flex
3a9ea798ce73485fc8456280fd4b1816,Freedom Unlimited,CHASE,VISA,CHASE,false,0.0,false,1.5,25000,250.0,500,90,true,1.0,https://creditcards.chase.com/cash-back-credit-cards/freedom/unlimited,false,jpmorgan-chase-bank-freedom-unlimited
60c2e7b4bc2e526bf38dac5be5f4433c,Iberia Signature,CHASE,VISA,AVIOS,false,95.0,false,1.0,75000,750.0,5000,90,true,1.0,https://creditcards.chase.com/travel-credit-cards/avios/iberia,false,jpmorgan-chase-bank-iberia-visa-signature
d378a38b56d4c9bd5e1ad184a6ce84f0,World of Hyatt,CHASE,VISA,HYATT,false,95.0,false,1.0,30000,450.0,3000,90,true,1.5,https://creditcards.chase.com/travel-credit-cards/world-of-hyatt-credit-card,false,jpmorgan-chase-bank-world-of-hyatt-credit-card
0d9d833e7298ab0f1892a4035686fa06,World of Hyatt Business,CHASE,VISA,HYATT,false,199.0,false,1.0,60000,900.0,5000,90,true,1.5,https://creditcards.chase.com/business-credit-cards/world-of-hyatt/hyatt-business-card,false,jpmorgan-chase-bank-world-of-hyatt-credit-card
f4d8c429f58f9f74944a9108bcae4a22,Amazon Prime,CHASE,VISA,USD,false,0.0,false,1.0,150,150.0,0.01,365,true,,https://www.amazon.com/dp/BT00LN946S,false,jpmorgan-chase-bank-amazon-prime-rewards-visa-card
66f7413248c7f2c61ce1e8008685eac2,Quicksilver,CAPITAL_ONE,VISA,USD,false,0.0,false,1.0,200,200.0,500,90,true,,https://www.capitalone.com/credit-cards/quicksilver/,false,capital-one-quicksilver-secured-rewards
2d16431e0caee645b420cc3d3255b2ee,Savor,CAPITAL_ONE,VISA,USD,false,0.0,false,1.0,200,200.0,500,90,true,,https://www.capitalone.com/credit-cards/savor/,false,capital-one-savor-rewards
d4955a21df61a45ad86c3d60c58b91fc,Spark 1.5% Cash Select,CAPITAL_ONE,VISA,USD,true,0.0,false,1.0,750,750.0,6000,90,false,,https://www.capitalone.com/small-business/credit-cards/spark-cash-select,false,
c8d364bb32a8d2f6a359cf57a5e58cde,VentureOne Business,CAPITAL_ONE,VISA,CAPITAL_ONE,true,0.0,false,1.0,50000,500.0,4500,90,false,1.0,https://www.capitalone.com/small-business/credit-cards/ventureone-business/,false,
9bd7d14db16dcc106d2eb062b08bf15f,Spark 2% Cash Plus,CAPITAL_ONE,VISA,USD,true,150.0,false,1.0,,,,,false,,https://www.capitalone.com/small-business/credit-cards/spark-cash-plus/,false,
e48261ce7908f2ed8403245217f44de7,Venture Business,CAPITAL_ONE,VISA,CAPITAL_ONE,true,95.0,false,1.0,150000,1500.0,30000,180,false,1.0,https://www.capitalone.com/small-business/credit-cards/venture-business/,false,
4a7a8036e514f187ca7c41b31925251e,Venture Rewards,CAPITAL_ONE,VISA,CAPITAL_ONE,false,95.0,false,1.0,75000,750.0,4000,90,true,1.0,https://www.capitalone.com/credit-cards/venture/,false,capital-one-venture-rewards
9aa036266b8cc7e7512a630efdecae0b,Venture X,CAPITAL_ONE,VISA,CAPITAL_ONE,false,395.0,false,2.0,75000,750.0,4000,90,true,1.0,https://www.capitalone.com/credit-cards/venture-x/,false,capital-one-venture-x-rewards
1d2ff07648fdd4b06d89ef0309f1c4cb,Venture X Business,CAPITAL_ONE,VISA,CAPITAL_ONE,true,395.0,false,2.0,,,,,false,1.0,https://www.capitalone.com/small-business/credit-cards/venture-x-business/,false,
d0298263cc453d34160558a93fd1bcb2,VentureOne,CAPITAL_ONE,VISA,CAPITAL_ONE,false,0.0,false,1.0,20000,200.0,500,90,true,1.0,https://www.capitalone.com/credit-cards/ventureone/,false,capital-one-ventureone-rewards
3543149f6555df6f7e4974923c55d853,AAdvantage Executive,CITI,MASTERCARD,AMERICAN,false,595.0,false,1.0,100000,1000.0,10000,90,true,1.0,https://creditcards.aa.com/citi-executive-card-american-airlines-direct/,false,citibank-citi-aadvantage-executive-world-elite-mastercard
196b33e005dd1bc8e1c505f2bf98a1d1,AAdvantage MileUp,CITI,MASTERCARD,AMERICAN,false,0.0,false,1.0,15000,150.0,500,90,true,1.0,https://creditcards.aa.com/citi-mileup-card-american-airlines-direct/,false,citibank-aadvantage-mileup-card
a497d6ba509538db9e3e4a3e5e313fe9,AAdvantage Platinum Select World Elite,CITI,MASTERCARD,AMERICAN,false,99.0,true,1.0,80000,800.0,3500,120,true,1.0,https://creditcards.aa.com/credit-cards/citi-platinum-card-american-airlines-direct/,false,citibank-citi-aadvantage-platinum-select
c6b04cf07dd821ddcfba3dbe398a4b31,AAdvantage Globe,CITI,MASTERCARD,AMERICAN,false,350.0,false,1.0,90000,900.0,5000,120,true,1.0,https://creditcards.aa.com/credit-cards/citi-globe-card-american-airlines-direct/,false,citibank-citi-aadvantage-globe-mastercard
f6ff3383cc6c52a81eb4715eb8d5de03,AAdvantage Business World Elite,CITI,MASTERCARD,AMERICAN,true,99.0,true,1.0,75000,750.0,4000,120,false,1.0,https://creditcards.aa.com/credit-cards/citi-business-card-american-airlines-direct/,false,
06b9a384d710e73db7f0ded7613c9c4b,Double Cash,CITI,MASTERCARD,USD,false,0.0,false,2.0,200,200.0,1500,180,true,,https://www.citi.com/credit-cards/citi-double-cash-credit-card,false,citibank-citi-double-cash-card
49fe6c73c0e823a89346979f50d5b981,Custom Cash,CITI,MASTERCARD,USD,false,0.0,false,2.0,200,200.0,1500,180,true,,https://www.citi.com/credit-cards/citi-custom-cash-credit-card,false,citibank-citi-custom-cash
19c94f90056968ebde2882f7bb0f1010,Strata Elite,CITI,MASTERCARD,CITI,false,595.0,false,1.5,75000,750.0,6000,90,true,1.0,https://www.citi.com/credit-cards/citi-strata-elite-credit-card,false,citibank-citi-strata-elite
d7e2e5b5e595ca6510c101349c914513,Strata Premier,CITI,MASTERCARD,CITI,false,95.0,false,2.0,60000,600.0,4000,90,true,1.0,https://www.citi.com/credit-cards/citi-strata-premier-credit-card,false,citibank-citi-strata-premier
cbc737da5cbd44575dec6325bbbd8688,Strata,CITI,MASTERCARD,CITI,false,0.0,false,2.0,20000,200.0,1000,90,true,1.0,https://www.citi.com/credit-cards/citi-strata-credit-card,false,citibank-citi-strata-elite
d4bbd57e45d6a6ddb445ddec4e781d7c,AT&T Points Plus,CITI,MASTERCARD,USD,false,0.0,false,1.0,250,250.0,500,90,true,,https://www.att.com/deals/att-points-plus-citi/,false,citibank-at-t-points-plus-card
eb573cdc20d07fc2d60e8528f73cafb0,AAA Daily Advantage,COMENITY,VISA,USD,false,0.0,false,1.0,100,100.0,1000,90,true,,https://www.ace.aaa.com/financial/aaa-credit-card.html,false,comenity-capital-bank-aaa-daily-advantage-visa-signature
6862ac82f65ac34d31032dbe0cf1e87b,AAA Travel Advantage,COMENITY,VISA,USD,false,0.0,false,1.0,100,100.0,1000,90,true,,https://www.ace.aaa.com/financial/aaa-credit-card.html,false,comenity-capital-bank-aaa-travel-advantage-visa-signature
dae75a5609dea8f39f750f4b225d2c5c,Discover It,DISCOVER,DISCOVER,USD,false,0.0,false,1.0,100,100.0,0.01,90,true,,https://www.discover.com/credit-cards/,false,
73015adf7b2ca52331e05203c4ad5462,LATAM Airlines,FIRST,MASTERCARD,LATAM,false,0.0,false,1.0,15000,150.0,1000,90,true,1.0,https://latampass.latam.com/en_us/earn-miles/latam-airlines-credit-cards,false,
7e578b54e8976a7b9027124c56b2377f,LATAM Airlines World Elite,FIRST,MASTERCARD,LATAM,false,99.0,false,1.0,40000,400.0,3500,90,true,1.0,https://latampass.latam.com/en_us/earn-miles/latam-airlines-credit-cards,false,
684de802ca5bf73c791a752537da84c5,Cardless Qatar Signature,FIRST,VISA,AVIOS,false,99.0,false,1.0,40000,400.0,3000,90,true,1.0,https://qatarairways.cardless.com/compare,false,
ea277f6af8a60065a83e5f16569dcce8,Cardless Qatar Infinite,FIRST,VISA,AVIOS,false,499.0,false,1.0,50000,500.0,5000,90,true,1.0,https://qatarairways.cardless.com/compare,false,
1babfb0011a010a6149965531021ad2e,Avianca LifeMiles,FIRST,AMERICAN_EXPRESS,AVIANCA,false,99.0,false,1.0,40000,400.0,4500,90,true,1.0,https://www.lifemiles.com/discover/landing-page/avianca-lifemiles-creditcard,false,
0bcc80cc6922e7c7d89e9c9b2efcd9e1,Avianca LifeMiles Elite,FIRST,AMERICAN_EXPRESS,AVIANCA,false,250.0,false,1.0,60000,600.0,4500,90,true,1.0,https://www.lifemiles.com/discover/landing-page/avianca-lifemiles-creditcard,false,
0b3a9849575c68ce5cbf31aad08f015e,ANA Card USA Plus,FIRST,VISA,ANA,true,85.0,true,1.0,5000,50.0,0.01,90,false,1.0,https://www.anacardusa.com/en/,false,
1f13c36d3b8218b1a22d5ab050d30b09,Amtrak Guest Rewards,FNBO,MASTERCARD,AMTRAK,false,0.0,false,1.0,12000,120.0,1000,90,true,1.0,https://www.amtrak.com/Apply,false,first-national-bank-of-omaha-amtrak-guest-rewards-mastercard
4a2f48392c94bc6b0ef9b6d30153bddc,Amtrak Guest Rewards Preferred,FNBO,MASTERCARD,AMTRAK,false,99.0,false,1.0,40000,400.0,2000,90,true,1.0,https://www.amtrak.com/Apply,false,first-national-bank-of-omaha-amtrak-guest-rewards-preferred-mastercard
1b70fa39672eb066b7a3a5092888e7b2,Best Western Rewards,FNBO,MASTERCARD,BEST_WESTERN,false,0.0,false,1.0,40000,240.0,1000,90,true,0.6,https://www.bestwestern.com/en_US/offers/hotel-discounts/best-western-rewards-visa.html,false,
cf10cfcfab787460b24ecbf8b76f7bdc,Best Western Rewards Premium,FNBO,MASTERCARD,BEST_WESTERN,false,89.0,false,1.0,80000,480.0,3000,90,true,0.6,https://www.bestwestern.com/en_US/offers/hotel-discounts/best-western-rewards-visa.html,false,
879d4dccd8e59ba55a3a688adeb2c773,Power Cash Rewards,PENFED,VISA,USD,false,0.0,false,1.5,100,100.0,1500,90,true,,https://www.penfed.org/credit-cards/power-cash-rewards-visa,false,pentagon-federal-credit-union-penfed-power-cash-rewards-visa-card
2743ba5aabdadc15aa6bd046f1b71a5c,Platinum Rewards,PENFED,VISA,PENFED,false,0.0,false,1.0,15000,127.5,1500,90,true,0.85,https://www.penfed.org/credit-cards/platinum-rewards-visa,false,pentagon-federal-credit-union-penfed-platinum-rewards-visa-card
9afcb83bfffcdc108fc3ac90a8b384da,Pathfinder,PENFED,VISA,PENFED,false,95.0,false,1.0,50000,425.0,3000,90,true,0.85,https://www.penfed.org/credit-cards/pathfinder-rewards,false,pentagon-federal-credit-union-penfed-pathfinder-rewards-visa-signature-card
dfaa58e5c67e69cb711960cfd4567f9c,Cash Rewards Visa Signature Business,PNC,VISA,USD,true,0.0,false,1.5,,,,,false,,https://www.pnc.com/en/small-business/borrowing/business-credit-cards/pnc-cash-rewards-visa-signature-business-credit-card.html,false,
0d2caa1705cde187692a28873930c605,Cathay Pacific,SYNCHRONY,VISA,CATHAY_PACIFIC,false,99.0,false,1.0,38000,380.0,3000,90,true,1.0,https://pay.cathaypacific.com/en_US/offers/uscreditcard.html,false,synchrony-financial-cathay-pacific-visa-card
06b77b791c904e42695dd12747e89cd8,Virgin Red Rewards,SYNCHRONY,MASTERCARD,VIRGIN,false,99.0,false,1.0,60000,600.0,4000,90,true,1.0,https://www.virgin.com/en-us/virgin-red/rewards-credit-card,false,synchrony-financial-virgin-red-rewards-world-elite-mastercard
d2dd7fe800c9788452ec41c3fc3a06fa,Verizon Visa,SYNCHRONY,VISA,USD,false,0.0,false,1.0,50,50.0,0.01,90,true,,https://www.verizon.com/financial-services/verizon-visa-card/,false,synchrony-financial-verizon-visa-signature-card
145320d72bf260a11a537333d4425820,Walmart OnePay CashRewards,SYNCHRONY,MASTERCARD,USD,false,0.0,false,1.0,35,35.0,75,30,true,,https://www.walmart.com/cp/onepay-cashrewards-mastercard/9569366376,false,
25e394e76617c0a660b48d7c5c4449ea,Amazon Prime Store Card,SYNCHRONY,VISA,USD,false,0.0,false,5.0,60,60.0,0.01,90,true,,https://www.amazon.com/Synchrony-Bank-Amazon-com-Store-Card/dp/B008A0GNA8,false,
3d777bda73262fa43b11626eb383f9ab,Business Altitude Power,US_BANK,MASTERCARD,US_BANK,true,195.0,false,2.0,75000,750.0,10000,120,false,1.0,https://www.usbank.com/business-banking/business-credit-cards/business-altitude-power-world-elite-mastercard.html,false,
1e6ddb097a524ce3b68719ae6c5eb1e8,Business Altitude Connect,US_BANK,MASTERCARD,US_BANK,true,95.0,true,2.0,60000,600.0,6000,180,false,1.0,https://www.usbank.com/business-banking/business-credit-cards/business-altitude-connect-world-elite-mastercard.html,false,
9a35bfe5845f7f9909244b1e3549b7e1,Altitude Connect,US_BANK,VISA,US_BANK,false,0.0,true,2.0,30000,300.0,1000,90,true,1.0,https://www.usbank.com/credit-cards/altitude-connect-visa-signature-credit-card.html,false,
f81e751b8d46af2e7c84cc4cf4083dec,Altitude Reserve,US_BANK,VISA,US_BANK,false,0.0,true,2.0,,,,,true,1.0,https://www.nerdwallet.com/article/credit-cards/u-s-bank-altitude-reserve-closed-to-new-applications,true,
b523a3cc7d6d355737b1c4dda1eb7a04,Altitude Go,US_BANK,VISA,US_BANK,false,0.0,false,2.0,20000,200.0,1000,90,true,1.0,https://www.usbank.com/credit-cards/altitude-go-visa-signature-credit-card.html,false,u-s-bancorp-altitude-go-sig
78726438553c1f6b63383f3bac6df57b,Cash+,US_BANK,VISA,USD,false,0.0,false,2.0,200,200.0,1000,90,true,,https://www.usbank.com/credit-cards/cash-plus-visa-signature-credit-card.html,false,u-s-bancorp-cash-signature
6ad6818a9b47a8e42efd29440616e249,FlexPerks Gold,US_BANK,AMERICAN_EXPRESS,US_BANK,false,85.0,false,2.0,,,,,true,1.0,https://www.usbank.com/credit-cards/flexperks-gold-american-express-credit-card.html,true,
4899141df2aa46191c192c6f216b74cf,Business Leverage,US_BANK,VISA,USD,true,95.0,true,1.0,750,750.0,7500,120,false,,https://www.usbank.com/business-banking/business-credit-cards/business-leverage-rewards-credit-card.html,false,
a9fe40efecc22039a980c039bb6841be,Business Triple Cash Rewards,US_BANK,MASTERCARD,USD,true,0.0,false,1.0,750,750.0,4500,150,false,,https://www.usbank.com/business-banking/business-credit-cards/business-triple-cash-back-credit-card.html,false,
90d9bd31d33bc6cfbdb1eb0962cbce57,Skypass Blue,US_BANK,VISA,KOREAN,false,95.0,false,1.0,10000,100.0,1000,90,true,1.0,https://www.skypassvisa.com/credit/visaSkyBlueCard.do,false,
824f4be5b9f38164fb8f44522467876e,Skypass,US_BANK,VISA,KOREAN,false,95.0,false,1.0,40000,400.0,4000,90,true,1.0,https://www.skypassvisa.com/credit/visaSignatureCard.do,false,
aceef720d7ec6cf06ee46865fc39d612,Skypass Select,US_BANK,VISA,KOREAN,false,450.0,false,1.0,60000,600.0,5000,90,true,1.0,https://www.skypassvisa.com/credit/visaSelectCard.do,false,
cf146925642ec392eee6c924cfc7ec0d,Skypass Business,US_BANK,VISA,KOREAN,true,99.0,false,1.0,50000,500.0,5000,90,false,1.0,https://www.skypassvisa.com/credit/visaBusinessCard.do,false,
8de694e89b9c26c9f72fc7450c66665b,Shopper Cash Rewards,US_BANK,VISA,USD,false,95.0,true,1.5,250,250.0,2000,120,true,,https://www.usbank.com/credit-cards/shopper-cash-rewards-visa-signature-credit-card.html,false,u-s-bancorp-cash-signature
e1679e714c2139ed85bd250e229ded16,Smartly,US_BANK,VISA,USD,false,0.0,false,2.0,0,0.0,3000,90,true,,https://www.usbank.com/credit-cards/bank-smartly-visa-signature-credit-card.html,true,
429640c66f9a2e3bd077978aa5a1f0aa,Signify Business Cash,WELLS_FARGO,MASTERCARD,USD,true,0.0,false,2.0,500,500.0,5000,90,false,,https://creditcards.wellsfargo.com/business-credit-cards/signify-business-cash-credit-card,false,
df2960b75b50536daa6e05a33479b198,Active Cash,WELLS_FARGO,VISA,USD,false,0.0,false,2.0,200,200.0,500,90,true,,https://creditcards.wellsfargo.com/active-cash-credit-card/,false,wells-fargo-bank-wells-fargo-active-cash-card
ce08e0bddd774433cb77be87f5d6af76,Autograph,WELLS_FARGO,VISA,WELLS_FARGO,false,0.0,false,2.0,20000,200.0,1000,90,true,1.0,https://creditcards.wellsfargo.com/autograph-visa-credit-card,false,wells-fargo-bank-wells-fargo-autograph-card
d1fcd95962c94d1b56d691fda30acead,Autograph Journey,WELLS_FARGO,VISA,WELLS_FARGO,false,95.0,false,1.0,60000,600.0,4000,90,true,1.0,https://creditcards.wellsfargo.com/autograph-journey-visa-credit-card,false,wells-fargo-bank-wells-fargo-autograph-journey-card
2745fd62ecf1bba1056f7933b1ab285e,Choice Privileges,WELLS_FARGO,VISA,CHOICE,false,0.0,false,1.0,60000,360.0,1000,90,true,0.6,https://creditcards.wellsfargo.com/wells-fargo-choice-privileges-credit-cards,false,wells-fargo-bank-choice-privileges-mastercard
c68bed03d88b439b70c905e490757271,Choice Privileges Select,WELLS_FARGO,VISA,CHOICE,false,95.0,false,1.0,60000,360.0,3000,90,true,0.6,https://creditcards.wellsfargo.com/wells-fargo-choice-privileges-credit-cards,false,wells-fargo-bank-choice-privileges-select-mastercard
8b60912df8dd8406cbbf96469c4cfaec,Attune,WELLS_FARGO,MASTERCARD,USD,false,0.0,false,1.0,100,100.0,500,90,true,,https://creditcards.wellsfargo.com/attune-world-elite-mastercard-credit-card,false,wells-fargo-bank-wells-fargo-attune-world-elite-mastercard
c077a47639c7b47d1895200c72588ee3,Bilt,WELLS_FARGO,MASTERCARD,WELLS_FARGO,false,0.0,false,1.0,,,,,true,1.0,https://www.biltrewards.com/card,false,
546dccf995e97f42d656d069c95efacf,Expedia One Key,WELLS_FARGO,MASTERCARD,EXPEDIA,false,0.0,false,1.5,250,2.5,1000,90,true,1.0,https://www.expedia.com/one-key-cards,false,wells-fargo-bank-one-key-card-mastercard-world-elite
dfdf46ff6cbfcea7b738c7092e00af78,Expedia One Key+,WELLS_FARGO,MASTERCARD,EXPEDIA,false,99.0,false,2.0,350,3.5,3000,90,true,1.0,https://www.expedia.com/one-key-cards,false,wells-fargo-bank-one-key-card-mastercard-world-elite
eb105ba41f6ad2ea3b5f151f03f3dcfa,Gemini,WEB_BANK,MASTERCARD,USD,false,0.0,false,1.0,200,200.0,3000,90,true,,https://www.gemini.com/credit-card,false,
